config,trie_type,group_depth,pebble_block_size_kb,benchmark,run,block_number,gas_used,tx_count,execution_ms,state_read_ms,state_hash_ms,commit_ms,total_ms,mgas_per_sec,accounts_read,storage_slots_read,code_read,code_bytes_read,accounts_written,accounts_deleted,storage_slots_written,storage_slots_deleted,code_written,code_bytes_written,account_cache_hits,account_cache_misses,account_cache_hit_rate,storage_cache_hits,storage_cache_misses,storage_cache_hit_rate,code_cache_hits,code_cache_misses,code_cache_hit_rate,code_cache_hit_bytes,code_cache_miss_bytes
mpt,mpt,0,4,erc20_balanceof,8,64013,89662,2,0.0644,0.0724,1.0758,4.9478,6.1927,14.4787,11,0,0,0,3,0,0,0,1,72,4,7,36.36,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_balanceof,8,64014,100000000,1,264.3701,5095.3279,0.0747,24.3977,5384.2714,18.5726,8,36742,2,1416,2,0,0,0,0,0,4,4,50,3287,33455,8.95,2,0,100,1416,0
mpt,mpt,0,4,erc20_balanceof,9,64015,0,0,0.0201,0.1376,0.0062,0.1124,0.3903,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_balanceof,9,64016,89662,2,0.0401,0.432,0.4738,5.029,6.0016,14.9397,11,0,0,0,3,0,0,0,1,72,4,7,36.36,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_balanceof,9,64017,100000000,1,290.9543,4945.6061,0.0697,26.2843,5263.0381,19.0004,8,36742,2,1416,2,0,0,0,0,0,3,5,37.5,2074,34668,5.64,2,0,100,1416,0
mpt,mpt,0,4,erc20_balanceof,10,64018,89662,2,0.0737,0.6099,0.2823,4.1628,5.1915,17.2708,11,0,0,0,3,0,0,0,1,72,6,5,54.55,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_balanceof,10,64019,100000000,1,283.3715,4788.904,0.0565,31.8669,5104.2612,19.5915,8,36742,2,1416,2,0,0,0,0,0,3,5,37.5,2578,34164,7.02,2,0,100,1416,0
mpt,mpt,0,4,erc20_balanceof,11,64020,0,0,0.0259,0.7371,0.0041,0.0547,0.9149,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_balanceof,11,64021,89662,2,0.1026,0.0792,0.7689,6.511,7.5103,11.9385,11,0,0,0,3,0,0,0,1,72,4,7,36.36,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_balanceof,11,64022,100000000,1,276.437,4833.6895,0.0813,33.2388,5143.5243,19.4419,8,36742,2,1416,2,0,0,0,0,0,3,5,37.5,2228,34514,6.06,2,0,100,1416,0
mpt,mpt,0,4,erc20_balanceof,12,64023,0,0,0.0123,0.054,0.0076,0.1245,0.2282,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_balanceof,12,64024,89662,2,0.0748,0.2683,0.1635,3.413,4.0847,21.9508,11,0,0,0,3,0,0,0,1,72,4,7,36.36,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_balanceof,12,64025,100000000,1,285.3924,4946.5851,0.063,23.9088,5256.0553,19.0257,8,36742,2,1416,2,0,0,0,0,0,3,5,37.5,3066,33676,8.34,2,0,100,1416,0
mpt,mpt,0,4,erc20_balanceof,13,64026,0,0,0.0147,0.0654,0.0084,0.0544,0.1819,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_balanceof,13,64027,89662,2,0.0435,0.0767,0.7823,4.8052,5.7547,15.5807,11,0,0,0,3,0,0,0,1,72,6,5,54.55,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_balanceof,13,64028,100000000,1,268.4927,4945.9613,0.0553,26.4859,5241.0636,19.0801,8,36742,2,1416,2,0,0,0,0,0,3,5,37.5,2082,34660,5.67,2,0,100,1416,0
mpt,mpt,0,4,erc20_balanceof,14,64029,0,0,0.0088,0.05,0.0138,0.0508,0.1599,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_balanceof,14,64030,89662,2,0.0549,0.0921,0.35,5.9397,6.482,13.8324,11,0,0,0,3,0,0,0,1,72,4,7,36.36,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_balanceof,14,64031,100000000,1,281.2551,4873.2196,0.0482,31.1002,5185.7064,19.2838,8,36742,2,1416,2,0,0,0,0,0,3,5,37.5,2126,34616,5.79,2,0,100,1416,0
mpt,mpt,0,4,erc20_balanceof,15,64032,0,0,0.0215,0.7915,0.0071,0.1036,1.0032,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_balanceof,15,64033,89662,2,0.1176,0.0722,0.2785,5.9682,6.4697,13.8587,11,0,0,0,3,0,0,0,1,72,6,5,54.55,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_balanceof,15,64034,100000000,1,288.9541,4940.1419,0.0994,44.3523,5273.6524,18.9622,8,36742,2,1416,2,0,0,0,0,0,4,4,50,2934,33808,7.99,2,0,100,1416,0
mpt,mpt,0,4,erc20_balanceof,16,64035,0,0,0.0394,0.0469,0.0091,0.0578,0.1832,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_balanceof,16,64036,89662,2,0.0485,0.1166,0.9365,5.0052,6.1455,14.5899,11,0,0,0,3,0,0,0,1,72,4,7,36.36,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_balanceof,16,64037,100000000,1,283.8615,4978.4171,0.0551,32.1649,5294.6837,18.8869,8,36742,2,1416,2,0,0,0,0,0,3,5,37.5,1819,34923,4.95,2,0,100,1416,0
mpt,mpt,0,4,erc20_balanceof,17,64038,0,0,0.0178,0.0557,0.0276,0.1209,0.2792,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_balanceof,17,64039,89662,2,0.052,0.2164,0.4697,4.6701,5.478,16.3675,11,0,0,0,3,0,0,0,1,72,7,4,63.64,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_balanceof,17,64040,100000000,1,287.1171,4955.8456,0.0568,32.2925,5275.4037,18.9559,8,36742,2,1416,2,0,0,0,0,0,4,4,50,1872,34870,5.09,2,0,100,1416,0
mpt,mpt,0,4,erc20_balanceof,18,64041,0,0,0.0298,0.8345,0.0045,0.0883,1.0494,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_balanceof,18,64042,89662,2,0.1462,0.1139,0.8716,4.1466,5.3135,16.8745,11,0,0,0,3,0,0,0,1,72,4,7,36.36,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_balanceof,18,64043,100000000,1,273.429,4826.9805,0.0453,27.8175,5128.3507,19.4994,8,36742,2,1416,2,0,0,0,0,0,4,4,50,2611,34131,7.11,2,0,100,1416,0
mpt,mpt,0,4,erc20_balanceof,19,64044,0,0,0.01,0.053,0.0113,0.0651,0.189,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_balanceof,19,64045,89662,2,0.0546,0.1491,0.3034,4.118,4.663,19.2285,11,0,0,0,3,0,0,0,1,72,4,7,36.36,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_balanceof,19,64046,100000000,1,278.2411,5212.7278,0.0718,30.0507,5521.1732,18.1121,8,36742,2,1416,2,0,0,0,0,0,4,4,50,2243,34499,6.1,2,0,100,1416,0
mpt,mpt,0,4,erc20_balanceof,20,64047,0,0,0.018,0.0546,0.0175,0.055,0.1815,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_balanceof,20,64048,89662,2,0.0434,0.0961,1.1117,3.6522,4.9402,18.1494,11,0,0,0,3,0,0,0,1,72,4,7,36.36,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_balanceof,20,64049,100000000,1,275.3592,4953.4815,0.0755,27.7049,5256.6968,19.0234,8,36742,2,1416,2,0,0,0,0,0,4,4,50,1937,34805,5.27,2,0,100,1416,0
mpt,mpt,0,4,erc20_balanceof,21,64050,0,0,0.0099,0.0566,0.009,0.0524,0.1671,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_balanceof,21,64051,89662,2,0.0415,0.0727,0.664,3.6045,4.4142,20.3123,11,0,0,0,3,0,0,0,1,72,4,7,36.36,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_balanceof,21,64052,100000000,1,277.0587,5169.5398,0.0568,28.8738,5475.5945,18.2629,8,36742,2,1416,2,0,0,0,0,0,3,5,37.5,1950,34792,5.31,2,0,100,1416,0
mpt,mpt,0,4,erc20_balanceof,22,64053,0,0,0.0358,1.1234,0.0116,0.1748,1.4961,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_balanceof,22,64054,89662,2,0.1291,0.0927,0.3202,3.3121,3.8895,23.0523,11,0,0,0,3,0,0,0,1,72,4,7,36.36,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_balanceof,22,64055,100000000,1,254.7671,4979.9219,0.0653,24.6524,5259.5308,19.0131,8,36742,2,1416,2,0,0,0,0,0,4,4,50,2998,33744,8.16,2,0,100,1416,0
mpt,mpt,0,4,erc20_balanceof,23,64056,0,0,0.0377,1.3871,0.0156,0.1694,1.702,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_balanceof,23,64057,89662,2,0.0702,0.1539,0.9678,4.3062,5.5557,16.1387,11,0,0,0,3,0,0,0,1,72,6,5,54.55,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_balanceof,23,64058,100000000,1,272.4427,5032.0191,0.0588,28.9603,5333.5962,18.7491,8,36742,2,1416,2,0,0,0,0,0,3,5,37.5,2681,34061,7.3,2,0,100,1416,0
mpt,mpt,0,4,erc20_balanceof,24,64059,0,0,0.0149,0.1338,0.0057,0.0701,0.2777,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_balanceof,24,64060,89662,2,0.0387,0.0707,0.3369,5.1205,5.6043,15.9987,11,0,0,0,3,0,0,0,1,72,5,6,45.45,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_balanceof,24,64061,100000000,1,282.2283,4847.1454,0.0544,28.9427,5158.4527,19.3857,8,36742,2,1416,2,0,0,0,0,0,3,5,37.5,2230,34512,6.07,2,0,100,1416,0
mpt,mpt,0,4,erc20_balanceof,25,64062,0,0,0.036,1.2103,0.0111,0.167,1.4881,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_balanceof,25,64063,89662,2,0.0382,0.0866,0.2524,3.5715,3.9848,22.501,11,0,0,0,3,0,0,0,1,72,4,7,36.36,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_balanceof,25,64064,100000000,1,263.1325,5008.9916,0.0692,27.4869,5299.795,18.8687,8,36742,2,1416,2,0,0,0,0,0,2,6,25,3093,33649,8.42,2,0,100,1416,0
mpt,mpt,0,4,erc20_balanceof,26,64065,89662,2,0.0989,0.0821,0.8936,9.8888,11.0089,8.1445,11,0,0,0,3,0,0,0,1,72,4,7,36.36,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_balanceof,26,64066,100000000,1,276.7833,4857.7221,0.0683,34.3766,5169.0403,19.346,8,36742,2,1416,2,0,0,0,0,0,4,4,50,2337,34405,6.36,2,0,100,1416,0
mpt,mpt,0,4,erc20_balanceof,27,64067,0,0,0.0091,0.0492,0.0074,0.0513,0.1525,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_balanceof,27,64068,89662,2,0.096,0.0762,0.3371,5.2645,5.8111,15.4295,11,0,0,0,3,0,0,0,1,72,5,6,45.45,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_balanceof,27,64069,100000000,1,297.3973,4905.3058,0.0779,27.7736,5230.6148,19.1182,8,36742,2,1416,2,0,0,0,0,0,4,4,50,1976,34766,5.38,2,0,100,1416,0
mpt,mpt,0,4,erc20_balanceof,28,64070,0,0,0.0097,0.0536,0.0105,0.0654,0.1845,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_balanceof,28,64071,89662,2,0.186,0.3324,0.7785,7.5558,8.9279,10.0429,11,0,0,0,3,0,0,0,1,72,7,4,63.64,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_balanceof,28,64072,100000000,1,289.2636,4688.9267,0.0518,30.6466,5008.9919,19.9641,8,36742,2,1416,2,0,0,0,0,0,3,5,37.5,2277,34465,6.2,2,0,100,1416,0
mpt,mpt,0,4,erc20_balanceof,29,64073,0,0,0.0099,0.0527,0.0111,1.7533,1.8675,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_balanceof,29,64074,89662,2,0.0468,0.1573,0.3163,3.5687,4.1219,21.7527,11,0,0,0,3,0,0,0,1,72,4,7,36.36,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_balanceof,29,64075,100000000,1,264.6724,5022.5264,0.0737,29.0341,5316.3864,18.8098,8,36742,2,1416,2,0,0,0,0,0,3,5,37.5,3680,33062,10.02,2,0,100,1416,0
mpt,mpt,0,4,erc20_balanceof,30,64076,0,0,0.0258,1.0664,0.01,0.1269,1.3023,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_balanceof,30,64077,89662,2,0.0476,0.2313,0.4647,4.4573,5.2537,17.0665,11,0,0,0,3,0,0,0,1,72,6,5,54.55,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_balanceof,30,64078,100000000,1,286.4924,4936.1312,0.0676,28.1599,5250.9622,19.0441,8,36742,2,1416,2,0,0,0,0,0,4,4,50,2348,34394,6.39,2,0,100,1416,0
mpt,mpt,0,4,erc20_balanceof,31,64079,0,0,0.0257,0.1817,0.0072,0.1239,0.4702,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_balanceof,31,64080,89662,2,0.0422,0.1313,0.3383,3.36,3.9071,22.9484,11,0,0,0,3,0,0,0,1,72,6,5,54.55,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_balanceof,31,64081,100000000,1,279.9334,5133.3669,0.0719,24.7278,5438.2503,18.3883,8,36742,2,1416,2,0,0,0,0,0,3,5,37.5,2486,34256,6.77,2,0,100,1416,0
mpt,mpt,0,4,erc20_balanceof,32,64082,0,0,0.0473,1.111,0.0078,0.1066,1.3482,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_balanceof,32,64083,89662,2,0.1404,0.1191,0.9304,5.1729,6.4394,13.924,11,0,0,0,3,0,0,0,1,72,4,7,36.36,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_balanceof,32,64084,100000000,1,271.0299,4736.2481,0.0728,27.8478,5035.301,19.8598,8,36742,2,1416,2,0,0,0,0,0,3,5,37.5,1942,34800,5.29,2,0,100,1416,0
mpt,mpt,0,4,erc20_balanceof,33,64085,89662,2,0.0489,0.1045,0.7615,4.6611,5.6493,15.8712,11,0,0,0,3,0,0,0,1,72,4,7,36.36,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_balanceof,33,64086,100000000,1,270.483,4940.5209,0.0778,30.6751,5241.8446,19.0773,8,36742,2,1416,2,0,0,0,0,0,3,5,37.5,1976,34766,5.38,2,0,100,1416,0
mpt,mpt,0,4,erc20_balanceof,34,64087,0,0,0.0096,0.0502,0.0092,0.0659,0.171,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_balanceof,34,64088,89662,2,0.1406,0.0747,1.1191,5.0019,6.3734,14.0682,11,0,0,0,3,0,0,0,1,72,4,7,36.36,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_balanceof,34,64089,100000000,1,294.8097,4788.7329,0.0936,29.7504,5113.5002,19.5561,8,36742,2,1416,2,0,0,0,0,0,3,5,37.5,2225,34517,6.06,2,0,100,1416,0
mpt,mpt,0,4,erc20_balanceof,35,64090,0,0,0.0088,0.0602,0.0095,0.0495,0.1642,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_balanceof,35,64091,89662,2,0.1396,0.1431,0.4628,3.4281,4.2204,21.2451,11,0,0,0,3,0,0,0,1,72,6,5,54.55,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_balanceof,35,64092,100000000,1,281.5281,5107.3077,0.1423,30.2628,5419.3195,18.4525,8,36742,2,1416,2,0,0,0,0,0,3,5,37.5,2577,34165,7.01,2,0,100,1416,0
mpt,mpt,0,4,erc20_balanceof,36,64093,0,0,0.0337,0.1562,0.0046,0.0652,0.326,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_balanceof,36,64094,89662,2,0.1638,0.0772,0.9135,6.2422,7.454,12.0287,11,0,0,0,3,0,0,0,1,72,5,6,45.45,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_balanceof,36,64095,100000000,1,293.3633,4877.1884,0.0637,31.0594,5201.787,19.2242,8,36742,2,1416,2,0,0,0,0,0,3,5,37.5,2012,34730,5.48,2,0,100,1416,0
mpt,mpt,0,4,erc20_balanceof,37,64096,0,0,0.0092,0.0575,0.0099,0.0543,0.1692,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_balanceof,37,64097,89662,2,0.2358,0.4427,0.4814,3.4388,4.6874,19.1284,11,0,0,0,3,0,0,0,1,72,5,6,45.45,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_balanceof,37,64098,100000000,1,263.1967,5127.3551,0.0726,26.9751,5417.6999,18.458,8,36742,2,1416,2,0,0,0,0,0,3,5,37.5,3321,33421,9.04,2,0,100,1416,0
mpt,mpt,0,4,erc20_balanceof,38,64099,0,0,0.0092,0.0451,0.0155,0.0504,0.1762,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_balanceof,38,64100,89662,2,0.1373,0.0773,0.3792,4.9259,5.5539,16.1438,11,0,0,0,3,0,0,0,1,72,4,7,36.36,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_balanceof,38,64101,100000000,1,288.4031,4964.9096,0.0578,31.5163,5284.9769,18.9216,8,36742,2,1416,2,0,0,0,0,0,4,4,50,2189,34553,5.96,2,0,100,1416,0
mpt,mpt,0,4,erc20_balanceof,39,64102,0,0,0.009,0.0479,0.0097,0.0568,0.1675,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_balanceof,39,64103,89662,2,0.0604,0.1792,0.9813,4.4557,5.7209,15.6728,11,0,0,0,3,0,0,0,1,72,4,7,36.36,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_balanceof,39,64104,100000000,1,275.5717,5396.3925,0.0592,28.6236,5700.7595,17.5415,8,36742,2,1416,2,0,0,0,0,0,3,5,37.5,3059,33683,8.33,2,0,100,1416,0
mpt,mpt,0,4,erc20_balanceof,40,64105,0,0,0.0091,0.048,0.0131,0.0532,0.1565,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_balanceof,40,64106,89662,2,0.0942,0.5035,0.6754,4.0235,5.3617,16.7227,11,0,0,0,3,0,0,0,1,72,7,4,63.64,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_balanceof,40,64107,100000000,1,280.458,5079.5164,0.0769,24.5378,5384.7154,18.5711,8,36742,2,1416,2,0,0,0,0,0,4,4,50,3066,33676,8.34,2,0,100,1416,0
mpt,mpt,0,4,erc20_balanceof,41,64108,0,0,0.0139,0.1235,0.0039,0.0849,0.268,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_balanceof,41,64109,89662,2,0.1085,0.2492,0.6075,4.8653,5.9216,15.1415,11,0,0,0,3,0,0,0,1,72,6,5,54.55,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_balanceof,41,64110,100000000,1,290.0177,4825.8875,0.0605,28.1044,5144.1623,19.4395,8,36742,2,1416,2,0,0,0,0,0,4,4,50,2375,34367,6.46,2,0,100,1416,0
mpt,mpt,0,4,erc20_balanceof,42,64111,0,0,0.0171,0.1168,0.0136,0.077,0.277,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_balanceof,42,64112,89662,2,0.0693,0.177,0.7153,4.6895,5.6947,15.7449,11,0,0,0,3,0,0,0,1,72,4,7,36.36,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_balanceof,42,64113,100000000,1,294.0641,5044.117,0.0811,28.7914,5367.1532,18.6319,8,36742,2,1416,2,0,0,0,0,0,3,5,37.5,2193,34549,5.97,2,0,100,1416,0
mpt,mpt,0,4,erc20_balanceof,43,64114,0,0,0.0097,0.0459,0.0097,0.0519,0.1527,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_balanceof,43,64115,89662,2,0.157,0.0989,0.8225,4.3113,5.4247,16.5285,11,0,0,0,3,0,0,0,1,72,4,7,36.36,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_balanceof,43,64116,100000000,1,278.3967,4987.3981,0.1258,49.6444,5315.6659,18.8123,8,36742,2,1416,2,0,0,0,0,0,4,4,50,2085,34657,5.67,2,0,100,1416,0
mpt,mpt,0,4,erc20_balanceof,44,64117,0,0,0.0127,0.052,0.0167,0.0575,0.1823,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_balanceof,44,64118,89662,2,0.1382,0.0793,0.3508,4.1016,4.7013,19.0717,11,0,0,0,3,0,0,0,1,72,4,7,36.36,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_balanceof,44,64119,100000000,1,276.8141,5185.7437,0.0616,25.7496,5488.449,18.2201,8,36742,2,1416,2,0,0,0,0,0,3,5,37.5,3356,33386,9.13,2,0,100,1416,0
mpt,mpt,0,4,erc20_balanceof,45,64120,0,0,0.031,1.1082,0.0071,0.0746,1.2954,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
